id,name
F0GBR06G8U:FO,摩根基金-JPM日本股票(日圓)-A股(累計)
F00000SY0L:FO,摩根基金-JPM美國全方位股票(美元)-A股(累計)
F00000ZB25:FO,摩根基金-JPM日本股票 (澳幣對沖) - A股(累計)
F00000ZC6N:FO,摩根基金-JPM美國全方位股票 (澳幣對沖) - A股(累計)
F00000MFMF:FO,摩根基金-JPM美國價值(美元)-I股(累計)
F00000QO76:FO,摩根基金-JPM歐洲小型企業(美元)-A股(累計)
F0GBR04BY1:FO,摩根基金-JPM美國價值(美元)-A股(分派)
F0GBR05VUI:FO,摩根基金-JPM美國價值(美元)-A股(累計)
F00000ZMAH:FO,摩根基金-JPM歐洲(澳幣對沖) - A股(累計)
F00000T6IL:FO,摩根基金-JPM歐洲(美元對沖) - A股(累計)
F00000MJT9:FO,摩根基金-JPM新興歐洲股票(美元)-A股(累計)
F000011BFZ:FO,摩根基金 - 新興歐洲股票基金 - JPM新興歐洲股票(美元) - A股(分派)
F000000LQG:FO,摩根基金-JPM新興市場小型企業(美元)-A股perf(累計)
F0GBR06W3Y:FO,摩根基金-JPM全方位新興市場(美元) - I股(累計)
F00000ZB26:FO,摩根投資基金-JPM歐洲策略股息 (澳幣對沖) - A股(累計)
F00000PAKQ:FO,摩根基金-JPM新興市場股息收益(美元) - A 股(累計)
F00000VEQS:FO,摩根投資基金-JPM歐洲策略股息(美元對沖)-C股(累計)
F0GBR04SNE:FO,摩根基金-JPM歐洲(歐元)-A股(分派)
F0GBR04SNM:FO,摩根基金-JPM全方位新興市場(美元)-A股(分派)
F00000UEUD:FO,摩根投資基金-JPM歐洲策略股息(美元對沖)-A股(累計)
F0GBR05VWG:FO,摩根基金-JPM全方位新興市場(美元)-A股(累計)
F0GBR04DQA:FO,摩根投資基金-JPM美國智選(美元)-A股(累計)
F00000MFMC:FO,摩根投資基金-JPM歐洲策略股息(歐元)-I股(累計)
F0GBR05WLD:FO,摩根投資基金-JPM歐洲策略股息(歐元)-A股(累計)
F00000ZBF3:FO,摩根投資基金-JPM美國智選 (澳幣對沖) - A股(累計)
F0GBR05VVS:FO,摩根基金-JPM美國科技(美元)-A股(累計)
F0GBR04T21:FO,摩根基金-JPM美國科技(美元)-A股(分派)
F0GBR04SNS:FO,摩根基金-JPM環球靈活策略股票-A股(分派)
F0GBR05WRP:FO,摩根基金-JPM歐洲(美元)-A股(分派)
F00000JUUF:FO,摩根基金-JPM亞太股票(美元)-A股(累計)
F00000VP2Q:FO,摩根基金-JPM亞太股票(美元)-I股(累計)
F00000QFM5:FO,摩根基金-JPM亞太股票(美元)-C股(累計)
F0GBR04NRQ:FO,摩根基金-JPM歐洲(美元)-A股(累計)
F0GBR05VVO:FO,摩根基金-JPM環球靈活策略股票(美元)-A股(累計)
F00000GWKP:FO,摩根基金-JPM環球新興市場機會(美元)-I股(累計)
F000000OFS:FO,摩根投資基金-JPM環球股息(美元)-A股(累計)
F000005GIW:FO,摩根基金-JPM環球新興市場機會(美元)-A股(累計)
F00000PJMK:FO,摩根基金-JPM新興市場股息收益(美元) - A 股(每月派息)
F000013EYZ:FO,摩根JPM歐洲策略股息(美元對沖) - I股(每月派息)
F00000QQN1:FO,摩根投資基金-JPM歐洲策略股息(美元對沖)-A股(每月派息)
F000011JR3:FO,JPM歐洲策略股息(美元對沖) - F股(每月派息)
F00000UIK8:FO,摩根投資基金-JPM環球股息(美元對沖)-A股(每月派息)
F00000ZX09:FO,摩根投資基金 - JPM環球股息(美元對沖) - F股(每月派息)
F00000V2TH:FO,摩根基金-JPM歐洲動力(美元對沖)-I股(累計)
F0GBR06WBS:FO,摩根基金-JPM歐洲動力(歐元)-I股(累計)
F00000RHNH:FO,摩根基金-JPM歐洲動力(美元對沖)-A股(累計)
F00000RHNK:FO,摩根基金-JPM歐洲動力(澳幣對沖)-A股(累計)
F0GBR06B0Y:FO,摩根基金-JPM歐洲動力(歐元)-C股(累計)
F0GBR04CLM:FO,摩根基金-JPM歐洲動力(歐元)-A股(分派)
F00000O0B0:FO,摩根基金-JPM印尼股票(美元)-A股(累計)
F00000QL6K:FO,摩根基金-JPM歐洲動力(美元)-A股(累計)
F0GBR05W0L:FO,摩根基金-JPM環球天然資源(歐元)-A股(分派)
F0GBR06W8D:FO,摩根基金 - 大中華基金 - JPM大中華(美元) - I股(累計)
F0GBR05VWV:FO,摩根基金-JPM大中華(美元)-A股(累計)
F0GBR04M17:FO,摩根基金-JPM大中華(美元)-A股(分派)
F0000000F5:FO,摩根基金-JPM環球天然資源(美元)-A股(累計)
F00000QKVT:FO,摩根基金 - 環球天然資源基金 - JPM環球天然資源(美元) - I股(累計)
F00000LNAP:FO,摩根基金 - 新興中東基金 - JPM新興中東(美元) - I股(累計)
F000011JR4:FO,JPM環球天然資源(美元) - F股(累計)
F0GBR04SNR:FO,摩根基金-JPM新興中東(美元)-A股(分派)
F0GBR05VWA:FO,摩根基金-JPM新興中東(美元)-A股(累計)
F0GBR05VWX:FO,摩根基金-JPM中國(美元)-A股(累計)
F0GBR04SN7:FO,摩根基金-JPM中國(美元)-A股(分派)
F000011JR0:FO,JPM中國(美元) - F股(累計)
F00000TJ79:FO,安盛環球基金-泛靈頓歐洲房地產基金A Cap (美元避險)
F00000UMAX:FO,安盛環球基金-泛靈頓歐洲房地產基金A Dis (美元避險) (季配息)
F0GBR063QR:FO,安盛環球基金-泛靈頓歐洲房地產基金A Cap
F0GBR04SHB:FO,首域環球傘型基金-首域優質債券基金
F0GBR064BR:FO,首域環球傘型基金-首域全球債券基金
F0000008FT:FO,首域環球傘型基金-首域亞洲優質債券基金
F0GBR04BGM:FO,摩根士丹利美國房地產基金 A
F00000PCM2:FO,首域環球傘型基金-首域亞洲優質債券基金-第一類股月配息
F00000PG4O:FO,安盛環球基金-美國高收益債券基金T Dis
F00000H0VX:FO,安盛環球基金-美國高收益債券基金A Cap
F00000O065:FO,摩根士丹利新興市場債券基金 ARM
F00000YX0I:FO,安盛環球基金-美國高收益債券基金A Dis (澳幣避險) (月配息)
F0000000DH:FO,摩根士丹利環球房地產基金 A
F0GBR04SXP:FO,摩根士丹利新興市場債券基金
F000000GMI:FO,安盛環球基金-美國高收益債券基金A Cap(歐元避險)
F0GBR04BFS:FO,摩根士丹利拉丁美洲股票基金 A
F0GBR04BD2:FO,摩根士丹利亞洲房地產基金 A
F00000O8I7:FO,摩根士丹利新興市場國內債券基金ARM
F0000006UB:FO,摩根士丹利新興市場國內債券基金 A
F0GBR04BX4:FO,安盛羅森堡Alpha基金-安盛羅森堡日本小型企業Alpha基金 B
F000005LOT:FO,首域環球傘型基金-盈信全球新興市場領先基金-第四類股-USD
F0GBR04BX1:FO,安盛羅森堡Alpha基金-安盛羅森堡日本大型企業Alpha基金 B
F00000V1UV:FO,摩根士丹利環球平衡收益基金AHR(美元避險)
F0GBR04BX5:FO,安盛羅森堡Alpha基金-安盛羅森堡亞太(日本除外)大型企業Alpha基金B
F0GBR04BX7:FO,安盛羅森堡Alpha基金-安盛羅森堡亞太(日本除外)國家小型企業Alpha基金 B
F0000104WY:FO,摩根士丹利環球平衡收益基金AHRM(美元避險)
F0000104WX:FO,摩根士丹利環球平衡收益基金AHRM(澳幣避險)
F0GBR060KX:FO,首域環球傘型基金-首域星馬增長基金
F00000V1UU:FO,摩根士丹利環球平衡收益基金A (歐元)
F00000OQ2C:FO,摩根士丹利新興領先股票基金 A (美元)
F0GBR04TZB:FO,摩根士丹利環球可轉換債券基金 A
F0GBR04BX0:FO,安盛羅森堡Alpha基金-安盛羅森堡環球小型企業Alpha基金 B
F0GBR05RX0:FO,安盛環球基金-最佳收益基金A Cap
F0GBR04T2J:FO,摩根士丹利歐洲、中東及非洲新興股票基金 A
F000002OLB:FO,摩根士丹利環球可轉換債券基金 AH
F00000OQ2D:FO,摩根士丹利新興領先股票基金 AH (歐元避險)
F000005LOQ:FO,首域環球傘型基金-首域亞洲增長基金-第四類股-USD
F0GBR04BWZ:FO,安盛羅森堡Alpha基金-安盛羅森堡環球大型企業Alpha基金 B
F0GBR04BG3:FO,摩根士丹利美國增長基金 A
F000001W88:FO,首域環球傘型基金-首域全球基建基金
F0GBR04C5B:FO,首域環球傘型基金-盈信世界領先可持續發展基金
F0GBR04TB5:FO,摩根士丹利環球品牌基金 A
F0GBR04BXH:FO,安盛羅森堡Alpha基金-安盛羅森堡美國大型企業Alpha基金 B
F000001FSJ:FO,安盛環球基金-泛靈頓新興市場基金A Cap
F0GBR04LG0:FO,安盛環球基金-泛靈頓歐洲小型企業基金A Cap
F0GBR04BXB:FO,安盛羅森堡Alpha基金-安盛羅森堡泛歐小型企業Alpha基金 B
F0GBR0645X:FO,摩根士丹利美國優勢基金 A
F0GBR04C5X:FO,首域環球傘型基金-首域印度次大陸基金
F0GBR04BX9:FO,安盛羅森堡Alpha基金-安盛羅森堡泛歐大型企業Alpha基金 B
F0000000DG:FO,摩根士丹利印度股票基金 A
F0GBR04E8P:FO,摩根士丹利亞洲股票基金 A
F00000LNTQ:FO,摩根士丹利環球機會基金A
F0GBR04BEC:FO,摩根士丹利歐洲股票Alpha基金 A
F00000LNTR:FO,摩根士丹利環球機會基金AH(歐元避險)
F000005LOR:FO,首域環球傘型基金-首域中國核心基金-第四類股-USD
F0GBR06PB5:FO,富達基金-全球不動產基金(歐元)
FOGBR05LNH:FO,富達基金-新興市場債券基金(A股月配息-歐元)
F0GBR06PBI:FO,富達基金-新興市場債券基金(歐元累積)
F0GBR06PBJ:FO,富達基金-新興市場債券基金(歐元)
FOGBR05LNI:FO,富達基金-新興市場債券基金(A股月配息-美元)
F00000QF81:FO,富達基金-新興市場債券基金(A類股月配息-澳幣避險)
F0GBR04D2O:FO,富達基金-美元債券基金
F0GBR060O5:FO,富達基金-美元債券基金(A股月配息)
FOGBR05LNG:FO,富達基金-新興市場債券基金(Y類股份累計股份-美元)
F000001AT7:FO,富達基金-美元債券基金(Y類股份累計股份-美元)
FOGBR05KMA:FO,富達基金-美元債券基金(美元累積)
F0GBR06PBK:FO,富達基金-新興市場債券基金(美元)
F0GBR06PCN:FO,富達基金-新興市場債券基金(美元累積)
F0000007H4:FO,富達基金-亞洲高收益基金(歐元累積)
F00000PZRX:FO,富達基金-新興市場債券基金(F1穩定月配息-美元)
F0GBR06PCM:FO,富達基金-全球不動產基金(美元)
F000001AU4:FO,富達基金-全球健康護理基金(Y類股份累計股份-歐元)
F0GBR04D2K:FO,富達基金-全球債券基金 (A類股份-美元)
F0GBR04EBS:FO,富達基金-全球健康護理基金
FOGBR05KLY:FO,富達基金-全球債券基金 (A類股份累計-美元)
F00000210F:FO,富達基金-亞洲高收益基金(Y類股份累計股份-美元)
F00000T2AD:FO,富達基金-歐元債券基金 A股累計美元避險
F00000MC3U:FO,富達基金-亞洲債券基金 Y股累計美元
F00000MC3V:FO,富達基金-亞洲債券基金 A股累計美元
F0GBR04D2I:FO,富達基金-歐元債券基金
F00000VTA3:FO,富達基金-亞洲高收益基金I股月配息美元
F00000MAO5:FO,富達基金-亞洲高收益基金 (A股穩定月配息)美元
F00000PZRJ:FO,富達基金-亞洲高收益基金(F1穩定月配息-美元)
F0000007H5:FO,富達基金-亞洲高收益基金 (A股月配息)
F0GBR060LD:FO,富達基金-歐元債券基金(A股月配息)
F00000073L:FO,富達基金-亞洲高收益基金(美元累積)
FOGBR05KMB:FO,富達基金-美元現金基金(美元累積)
F0GBR04D33:FO,富達基金-美元現金基金
F00000T2AB:FO,富達基金-亞洲高收益基金 A股H月配息澳幣避險
F0000026FI:FO,富達基金–全球短期收益基金 (A股月配息-美元)
F00000WQAC:FO,富達基金-澳元現金基金 A股累計澳元
F00000MC3W:FO,富達基金-亞洲債券基金 A股美元月配息
F00000WYQU:FO,富達基金-亞洲債券基金【F1穩定月配息】A股美元
F00000MAWX:FO,富達基金-歐元公司債基金 A股月配息歐元
F000002Y1H:FO,富達基金-歐元公司債基金 A股歐元
F000002Y1E:FO,富達基金-歐元公司債基金 Y股累計歐元
F0GBR06WSC:FO,富達基金-歐元債券基金(歐元累積)
F000001AT9:FO,富達基金-歐元債券基金(Y類股份累計股份-歐元)
F00000WQAE:FO,富達基金-英鎊現金基金 A股累計英鎊
F0000026FP:FO,富達基金–全球短期收益基金 (美元累積)
F00000M7N6:FO,富達基金-全球策略債券基金 (歐元累積避險)
F00000WTHJ:FO,富達基金-亞洲債券基金 I股累計美元
F00000M7N5:FO,富達基金-全球策略債券基金 (美元累積)
F00000WYQS:FO,富達基金-亞洲債券基金 A股H月配息澳幣避險
F0GBR04D2S:FO,富達基金-歐元現金基金
FOGBR05KLP:FO,富達基金-歐元現金基金(歐元累積)
F000002Y1D:FO,富達基金-歐元公司債基金 A股累計歐元
F00000PPKH:FO,富達基金-全球健康護理基金 (A類股累計股份-美元)
F00000NXKK:FO,富達基金-全球高收益基金A股累計美元
F0000025UW:FO,富達基金-全球通膨連結債券基金(Y類股份-英鎊避險)
F00000M7N9:FO,富達基金-全球策略債券基金 (Y類股累計股份- 歐元避險)
F000001V24:FO,富達基金-全球通膨連結債券基金(Y類股份累計股份-歐元避險)
F000001V25:FO,富達基金-全球通膨連結債券基金(歐元累積避險)
F000001W89:FO,富達基金-全球通膨連結債券基金(美元累積)
F00000M7N7:FO,富達基金-全球策略債券基金 (歐元避險)
FOGBR05KMC:FO,富達基金-美元高收益基金(歐元累積)
F00000NXKJ:FO,富達基金-全球高收益基金A股穩定月配息歐元避險
F0GBR052EJ:FO,富達基金-富達目標™基金2020
F00000VIBN:FO,富達基金-歐洲高收益基金Y股累計美元避險
F00000PPKI:FO,富達基金-歐洲高收益基金(A股月配息-美元避險)
F00000MFOT:FO,富達基金-歐洲高收益基金 (A類股累計股份-美元避險)
F00000VTA6:FO,富達基金-歐洲高收益基金A股H月配息澳幣避險
F0GBR06WSE:FO,富達基金-歐洲高收益基金(歐元累積)
F00000VTAJ:FO,富達基金-美元高收益基金I股月配息美元
F0GBR04D1W:FO,富達基金-泰國基金
F0GBR060LM:FO,富達基金-歐洲高收益基金(A股-月配息)
F0GBR04D2Q:FO,富達基金-歐洲高收益基金
F000001AT8:FO,富達基金-歐洲高收益基金(Y類股份累計股份-歐元)
F00000PZRK:FO,富達基金-美元高收益基金(F1穩定月配息-美元)
F00000MAO4:FO,富達基金-歐洲高收益基金 (A股穩定月配息)歐元
F00000PZRW:FO,富達基金-歐洲高收益基金(F1穩定月配息- 歐元)
F00000JND5:FO,富達基金-美元高收益基金 (A股穩定月配息)美元
F0GBR064CU:FO,富達基金-美元高收益基金(A股月配息)
F00000210Q:FO,富達基金-美元高收益基金(Y類股份累計股份-美元)
F0GBR04KQW:FO,富達基金-美元高收益基金
F00000MAO6:FO,富達基金-美元高收益基金(美元累積)
F00000QF82:FO,富達基金-美元高收益基金(A類股月配息-澳幣避險)
F00000O6WW:FO,富達基金-美元高收益基金E股月配息歐元避險級別
F000001ATB:FO,富達基金-全球成長與收益基金(Y類股份累計股份-美元)
F0GBR04N0L:FO,富達基金-全球成長與收益基金
F0GBR04D0L:FO,富達基金-澳洲基金
F0GBR04D1G:FO,富達基金-馬來西亞基金
F0GBR05W0O:FO,富達基金-富達歐元目標™基金2025
F0GBR04AWP:FO,富達基金-美國成長基金
F00000T2AC:FO,富達基金-歐洲平衡基金 A股累計美元避險
F0GBR04D1S:FO,富達基金-瑞士基金
F00000S8MA:FO,富達基金-歐洲小型企業基金 A股累計美元避險
F00000T2A9:FO,富達基金-東協基金 A股累計澳幣避險
F0GBR04D22:FO,富達基金 - 全球基礎建設基金 A-EUR
F000001ATM:FO,富達基金-歐洲小型企業基金(Y類股份累計股份-歐元)
F0GBR05W0M:FO,富達基金-富達歐元目標™基金2030
F0GBR04D2G:FO,富達基金-歐洲平衡基金
F0GBR04D0V:FO,富達基金-歐洲小型企業基金
F000000ET1:FO,富達基金-新興歐非中東基金(歐元累積)
F00000Y4BF:FO,富達基金-歐洲平衡基金A股C月配息歐元
F000001AT4:FO,富達基金-全球消費行業基金(Y類股份累計股份-歐元)
F000000F7D:FO,富達基金-新興歐非中東基金(歐元)
F00000NO6Q:FO,富達基金-全球入息基金 A股F1穩定月配息歐元
F0000000EM:FO,富達基金-全球優勢產業基金(歐元累積)
F0GBR04EAN:FO,富達基金-全球消費行業基金
F000011ON9:FO,富達基金 - 全球基礎建設基金 A股F1穩定月配息美元避險
F0GBR04MAD:FO,富達基金-美國基金(歐元)
F0GBR04EC8:FO,富達基金-國際基金(歐元)
F00000SG58:FO,富達基金-全球入息基金 A股H月配息澳幣避險
F00000Y4BH:FO,富達基金-全球入息基金A股C月配息美元
F00000210V:FO,富達基金-全球優勢產業基金(歐元累積)
F00000210Y:FO,富達基金-新興歐非中東基金(Y類股份累計股份-美元)
F0000000EN:FO,富達基金-全球優勢產業基金(美元)
F00000NO6M:FO,富達基金-全球入息基金(Y類股累計-美元)
F00000NO6K:FO,富達基金-全球入息基金(A類股累計-歐元避險)
F0GBR04RZR:FO,富達基金-英國基金
F000000ESU:FO,富達基金-新興歐非中東基金(美元)
F00000NO6R:FO,富達基金-全球入息基金 A股F1穩定月配息美元
F00000NO6N:FO,富達基金-全球入息基金(Y類股累計-歐元避險)
F00000O74P:FO,富達基金-全球入息基金 (A類股累計股份-美元)
FOGBR05KLK:FO,富達基金-東協基金 (A類股累計股份-美元)
F000000ESQ:FO,富達基金-新興歐非中東基金(美元累積)
F0GBR04D0H:FO,富達基金-美國基金
F0GBR04D1O:FO,富達基金-新加坡基金
F00000PPKG:FO,富達基金-全球消費行業基金(A類股累計股份-美元)
F000000KD8:FO,富達基金-美國基金(Y類股份累計股份-美元)
F00000S8M8:FO,富達基金-歐元藍籌基金 A股累計美元避險
F000001ATX:FO,富達基金-東協基金 (Y類股份累計股份-美元)
F0GBR04AWQ:FO,富達基金-東協基金
F0GBR04F9Z:FO,富達基金-全球聚焦基金(歐元)
F000002LNW:FO,富達基金-亞洲成長趨勢基金(歐元累積)
F00000210W:FO,富達基金-國際基金(Y類股份累計股份-美元)
F00000QCY0:FO,富達基金-美國基金(A類股累計-澳幣避險)
F00000T2KE:FO,富達基金-亞太入息基金 A股H月配息澳幣避險
F0GBR04D16:FO,富達基金-國際基金
F00000S8ME:FO,富達基金-日本基金 A股累計美元避險
F00000T2AF:FO,富達基金-德國基金 A股累計美元避險
F0GBR04D0X:FO,富達基金-德國基金
F0GBR04D0T:FO,富達基金－歐元藍籌基金(A股-歐元)
F0GBR0573W:FO,富達基金-美國多元基金
F00000T2KI:FO,富達基金-歐洲入息基金 A股H月配息澳幣避險
F0GBR04MAJ:FO,富達基金-亞洲聚焦基金(歐元)
F000000KDF:FO,富達基金-日本基金(Y類股份累計股份-日圓)
FOGBR05KM5:FO,富達基金-亞洲聚焦基金(歐元累積)
F0GBR055WP:FO,富達基金-印度聚焦基金(歐元)
F00000JZ77:FO,富達基金-歐洲入息基金 Y股累計歐元
F0GBR04RZS:FO,富達基金-日本基金
F00000S8MB:FO,富達基金-歐洲入息基金 A股F1穩定月配息美元避險
F000001ATH:FO,富達基金-亞洲成長趨勢基金(Y類股份累計股份-美元)
F00000210X:FO,富達基金-全球聚焦基金(Y類股份累計股份-美元)
F00000X7A0:FO,富達基金-全球聚焦基金 A股累計美元
F00000S8MD:FO,富達基金-日本潛力優勢基金 A股累計美元避險
F0GBR04D0J:FO,富達基金-亞洲成長趨勢基金(美元)
FOGBR05KLL:FO,富達基金-亞洲成長趨勢基金(美元累積)
F0GBR04FA1:FO,富達基金-全球聚焦基金
F00000PFX4:FO,富達基金-亞太入息基金 A股F1穩定月配息美元
F0GBR06BYV:FO,富達基金-亞太入息基金-A類股美元
F00000JZ79:FO,富達基金-歐洲入息基金 A股歐元
F00000Y4BG:FO,富達基金-歐洲入息基金A股C月配息歐元
F000000KD4:FO,富達基金-歐洲動能基金 Y股累計歐元
F00000JZ78:FO,富達基金-歐洲入息基金 A股累計歐元
F000002110:FO,富達基金-日本潛力優勢基金(Y類股份累計股份-日圓)
F0GBR04EB8:FO,富達基金-歐洲動能基金
F00000QISZ:FO,富達基金-歐洲動能基金(Y類股-歐元)
F00000X7A3:FO,富達基金-全球聚焦基金 A股累計歐元避險
F00000P8JU:FO,富達基金-歐洲入息基金 A股F1穩定月配息歐元
F00000S8M9:FO,富達基金-歐洲動能基金 A股累計美元避險
F0GBR04VM5:FO,富達基金-日本潛力優勢基金
F000001AU6:FO,富達基金-全球金融服務基金(Y類股份累計股份-歐元)
F000000GVL:FO,富達基金-新興市場基金(歐元)
F0GBR04D1Y:FO,富達基金-世界基金
F0GBR04UJ5:FO,富達基金-全球金融服務基金
F000000KD6:FO,富達基金-亞洲聚焦基金(Y類累計股份-美元)
F000001ATE:FO,富達基金-印度聚焦基金(Y類股份累計股份-美元)
F0GBR04D20:FO,富達基金-全球科技基金
F000001ATI:FO,富達基金-全球科技基金(Y類股份累計股份-歐元)
FOGBR05KM6:FO,富達基金-亞洲聚焦基金(美元累積)
F0GBR04D1Q:FO,富達基金-亞洲聚焦基金(美元)
F0GBR055WO:FO,富達基金-印度聚焦基金
FOGBR05KLN:FO,富達基金-新興市場基金 (A類股累計股份-美元)
F0GBR04D0P:FO,富達基金-新興市場基金
F000001ATK:FO,富達基金-新興市場基金(Y類股份累計股份-美元)
F00000TVF4:FO,富達基金-世界基金 Y股累計美元
F00000TVF3:FO,富達基金-世界基金 A股累計美元
F00000QKBK:FO,富達基金-全球金融服務基金(A類股-美元)
F000001AU1:FO,富達基金-拉丁美洲基金(Y類股份累計股份-美元)
F00000VTAH:FO,富達基金-全球科技基金A股累計美元避險
F0GBR04D1E:FO,富達基金-拉丁美洲基金
F00000T2AE:FO,富達基金-全球科技基金 A股累計美元
F00000S8MC:FO,富達基金-歐洲基金 A股累計美元避險
F000001ATN:FO,富達基金-歐洲基金(Y類股份累計股份-歐元)
F0GBR04D1K:FO,富達基金-太平洋基金
F000001ATD:FO,富達基金-太平洋基金(Y類股份累計股份-美元)
F0GBR04D0R:FO,富達基金-歐洲基金
F00000VTAI:FO,富達基金-太平洋基金A股美元避險
F0GBR04ODP:FO,富達基金-歐洲大型企業基金
F000001T3N:FO,富達基金-新興亞洲基金(歐元)
F00000NF9N:FO,富達基金-亞洲小型企業基金 A股歐元
F000000R1G:FO,富達基金-新興亞洲基金(歐元累積)
F00000QIT2:FO,富達基金-歐洲大型企業基金(Y類股-歐元)
F00000NF9P:FO,富達基金-亞洲小型企業基金 A股累計歐元
F0000025LP:FO,富達基金-新興亞洲基金(Y類股份累計股份-美元)
F00000T2AA:FO,富達基金-太平洋基金 A股累計澳幣避險
F000000R1E:FO,富達基金-新興亞洲基金(美元累積)
F000001FSC:FO,富達基金-新興亞洲基金(美元)
F000001ATV:FO,富達基金-大中華基金(Y類股份累計股份-美元)
F00000NF9R:FO,富達基金-亞洲小型企業基金 Y股累計美元
F00000NF9O:FO,富達基金-亞洲小型企業基金 A股累計美元
F00000NF9M:FO,富達基金-亞洲小型企業基金 A股美元
F0GBR04D0Z:FO,富達基金-大中華基金
F0GBR04AXJ:FO,富達基金-法國基金
F0GBR04D11:FO,富達基金-南歐基金
F0GBR04D18:FO,富達基金-義大利基金
F00000S8MF:FO,富達基金-日本小型企業基金 A股累計美元避險
F000001AU0:FO,富達基金-北歐基金(Y類股份累計股份-瑞典幣)
F0GBR04D0N:FO,富達基金 - 歐盟50® 基金 (A類股份-歐元)
F000002111:FO,富達基金-日本小型企業基金(Y類股份累計股份-日圓)
F0GBR04D1A:FO,富達基金-日本小型企業基金
F0GBR04D1I:FO,富達基金-北歐基金
F00000M0N7:FO,富達基金-中國內需消費基金 (歐元累積)
F00000S8MG:FO,富達基金-北歐基金 A股累計美元避險
F00000M0N6:FO,富達基金-中國內需消費基金 (歐元)
F00000T2A8:FO,富達基金-中國內需消費基金 A股累計澳幣避險
F00000M0N4:FO,富達基金-中國內需消費基金 (Y類股份累計股份- 美元)
F00000M0N9:FO,富達基金-中國內需消費基金 (美元累積)
F00000M0N8:FO,富達基金-中國內需消費基金 (美元)
F000000R2N:FO,富達基金-中國聚焦基金(歐元累積)
F000001ATF:FO,富達基金-中國聚焦基金(Y類股份累計股份-美元)
F0GBR04VMZ:FO,富達基金-中國聚焦基金(美元)
F0GBR04D14:FO,富達基金-印尼基金
F000001AU2:FO,富達基金-全球工業基金(Y類股份累計股份-歐元)
F0GBR04EC2:FO,富達基金-全球工業基金
F00000XAFE:FO,施羅德環球基金系列－環球黃金(美元)C-累積
F00000XAFD:FO,施羅德環球基金系列－環球黃金(美元)A-累積
F000011DC9:FO,施羅德環球基金系列－環球黃金(美元)U-累積
F00000XAFL:FO,施羅德環球基金系列－環球黃金(歐元避險)A-累積
F000011DBQ:FO,施羅德環球基金系列－環球收息債券(南非幣避險)A-月配固定(C)
F000011DBR:FO,施羅德環球基金系列－環球收息債券(南非幣避險)U-月配固定(C)
F0GBR04AFS:FO,施羅德環球基金系列－美元債券(美元)C-年配浮動
F000000F15:FO,施羅德環球基金系列－美元債券(美元)C-累積
F0GBR04F0T:FO,施羅德環球基金系列－美元債券(美元)A1-累積
F00000Y90I:FO,施羅德環球基金系列－環球收息債券(美元)C-月配固定
F0000106PP:FO,施羅德環球基金系列－環球收息債券(美元)C-累積
F00000Y909:FO,施羅德環球基金系列－環球收息債券(美元)A-月配固定
F00000ZXFV:FO,施羅德環球基金系列－環球收息債券(美元)A-累積
F00000P412:FO,施羅德環球基金系列－美元債券(歐元避險)C-年配浮動
F000011DBN:FO,施羅德環球基金系列－環球收息債券(美元)U-累積
F000000DV5:FO,施羅德環球基金系列－美元債券(歐元避險)C-累積
F000011DBO:FO,施羅德環球基金系列－環球收息債券(美元)U-月配固定
F00000Y90J:FO,施羅德環球基金系列－環球收息債券(澳幣避險)A-月配固定(C)
F000011DBP:FO,施羅德環球基金系列－環球收息債券(澳幣避險)U-月配固定(C)
F0GBR04AIS:FO,施羅德環球基金系列－環球企業債券(美元)C-累積
F0GBR04AIN:FO,施羅德環球基金系列－環球企業債券(美元)C-年配浮動
F0GBR04AII:FO,施羅德環球基金系列－環球企業債券(美元)A-累積
F0GBR04AIE:FO,施羅德環球基金系列－環球企業債券(美元)A-月配浮動
F000002IZK:FO,施羅德環球基金系列－環球企業債券(美元)A1-月配浮動
F0GBR04F00:FO,施羅德環球基金系列－環球企業債券(美元)A1-累積
F00000JOD9:FO,施羅德環球基金系列－環球企業債券(澳幣避險)A1-月配浮動(C)
F0GBR04AEO:FO,施羅德環球基金系列－歐元政府債券(歐元)C-累積
F0GBR04AEL:FO,施羅德環球基金系列－歐元政府債券(歐元)C-年配浮動
F0GBR04EZ4:FO,施羅德環球基金系列－歐元政府債券(歐元)A1-累積
F00000NIZ3:FO,施羅德環球基金系列－環球企業債券(歐元避險)C-累積
F0GBR0540C:FO,施羅德環球基金系列－環球通貨膨脹連繫債券(美元避險)C-累積
F000000DV9:FO,施羅德環球基金系列－環球通貨膨脹連繫債券(美元避險)C-年配浮動
F00000MIS4:FO,施羅德傘型基金II－亞洲高息股債基金(美元)C-累積
F000003WDW:FO,施羅德環球基金系列－環球通貨膨脹連繫債券(美元避險)A1-累積
F0GBR06O1Z:FO,施羅德環球基金系列－環球企業債券(歐元避險)A1-累積
F0GBR04LZO:FO,施羅德環球基金系列－美元流動(美元)C-累積
F00000MIS9:FO,施羅德傘型基金II－亞洲高息股債基金(美元)A-月配
F0GBR04LZS:FO,施羅德環球基金系列－美元流動(美元)A-累積
F00000MIS3:FO,施羅德傘型基金II－亞洲高息股債基金(美元)A-累積
F000002Y4I:FO,施羅德環球基金系列－歐元企業債券(美元避險)A-累積
F00000OZY0:FO,施羅德傘型基金II－亞洲高息股債基金(澳幣避險)A-月配
