,基金id,計價幣別,基金公司/總代理人,成立時間,基金規模,投資策略
1013,F0000127UU:FO,美元,聯博證券投資信託股份有限公司,2015/01/14,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1014,F0000127UU:FO,美元,聯博證券投資信託股份有限公司,2015/01/13,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1015,F0000127UU:FO,離岸人民幣,聯博證券投資信託股份有限公司,2015/01/12,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1016,F0000127UU:FO,澳幣,聯博證券投資信託股份有限公司,2015/01/14,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1017,F0000127UU:FO,澳幣,聯博證券投資信託股份有限公司,2018/03/29,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1018,F0000127UU:FO,美元,聯博證券投資信託股份有限公司,2018/01/16,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1019,F0000127UU:FO,離岸人民幣,聯博證券投資信託股份有限公司,2018/01/16,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1020,F0000127UU:FO,離岸人民幣,聯博證券投資信託股份有限公司,2015/01/07,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1021,F0000127UU:FO,離岸人民幣,聯博證券投資信託股份有限公司,2015/07/27,0百萬  截至 2019/03/20,原則上，本基金自成立日起六個月後: 投資於外國有價證券之總金額不得低於本基金淨資產價值之百分之六十（含）； 投資於股票（含承銷股票）、存託憑證、參與憑證、債券、固定收益證券及 屬於債券或固定收益證券性質之不動產證券化商品應達本基金淨資產價值之 百分之七十以上；其中投資於股票(含承銷股票)、存託憑證及參與憑證之總 金額不得超過本基金淨資產價值之百分之九十(含)且不得低於百分之十(含)； 投資於中小企業股票(含承銷股票)、存託憑證及參與憑證之總額不得低於本基 金持有股票資產部位之百分之五十。
1022,F0000127UU:FO,美元,聯博證券投資信託股份有限公司,2018/11/06,0百萬  截至 2019/03/20,原則上，本基金自成立日起六個月後: 投資於外國有價證券之總金額不得低於本基金淨資產價值之百分之六十（含）； 投資於股票（含承銷股票）、存託憑證、參與憑證、債券、固定收益證券及 屬於債券或固定收益證券性質之不動產證券化商品應達本基金淨資產價值之 百分之七十以上；其中投資於股票(含承銷股票)、存託憑證及參與憑證之總 金額不得超過本基金淨資產價值之百分之九十(含)且不得低於百分之十(含)； 投資於中小企業股票(含承銷股票)、存託憑證及參與憑證之總額不得低於本基 金持有股票資產部位之百分之五十。
1023,F0000127UU:FO,美元,聯博證券投資信託股份有限公司,2015/07/24,0百萬  截至 2019/03/20,原則上，本基金自成立日起六個月後: 投資於外國有價證券之總金額不得低於本基金淨資產價值之百分之六十（含）； 投資於股票（含承銷股票）、存託憑證、參與憑證、債券、固定收益證券及 屬於債券或固定收益證券性質之不動產證券化商品應達本基金淨資產價值之 百分之七十以上；其中投資於股票(含承銷股票)、存託憑證及參與憑證之總 金額不得超過本基金淨資產價值之百分之九十(含)且不得低於百分之十(含)； 投資於中小企業股票(含承銷股票)、存託憑證及參與憑證之總額不得低於本基 金持有股票資產部位之百分之五十。
1024,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2014/03/19,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1025,F0000127UU:FO,歐元,聯博證券投資信託股份有限公司,2018/10/01,0百萬  截至 2019/03/20,原則上，本基金自成立日起六個月後: 投資於外國有價證券之總金額不得低於本基金淨資產價值之百分之六十（含）； 投資於股票（含承銷股票）、存託憑證、參與憑證、債券、固定收益證券及 屬於債券或固定收益證券性質之不動產證券化商品應達本基金淨資產價值之 百分之七十以上；其中投資於股票(含承銷股票)、存託憑證及參與憑證之總 金額不得超過本基金淨資產價值之百分之九十(含)且不得低於百分之十(含)； 投資於中小企業股票(含承銷股票)、存託憑證及參與憑證之總額不得低於本基 金持有股票資產部位之百分之五十。
1026,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2018/01/16,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1027,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2014/03/19,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1028,F0000127UU:FO,美元,聯博證券投資信託股份有限公司,2018/10/01,0百萬  截至 2019/03/20,原則上，本基金自成立日起六個月後： 投資於外國有價證券之總金額不得低於本基金淨資產價值之百分之六十（含）； 投資於股票（含承銷股票）、存託憑證、參與憑證、債券、固定收益證券及 屬於債券或固定收益證券性質之不動產證券化商品應達本基金淨資產價值之 百分之七十以上；其中投資於股票(含承銷股票)、存託憑證及參與憑證之總 金額不得超過本基金淨資產價值之百分之九十(含)且不得低於百分之十(含)； 投資於中小企業股票(含承銷股票)、存託憑證及參與憑證之總額不得低於本基 金持有股票資產部位之百分之五十。
1029,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2014/11/27,0百萬  截至 2019/03/20,原則上，本基金自成立日起六個月後： 投資於外國有價證券之總金額不得低於本基金淨資產價值之百分之六十（含）； 投資於股票（含承銷股票）、存託憑證、參與憑證、債券、固定收益證券及 屬於債券或固定收益證券性質之不動產證券化商品應達本基金淨資產價值之 百分之七十以上；其中投資於股票(含承銷股票)、存託憑證及參與憑證之總 金額不得超過本基金淨資產價值之百分之九十(含)且不得低於百分之十(含)； 投資於中小企業股票(含承銷股票)、存託憑證及參與憑證之總額不得低於本基 金持有股票資產部位之百分之五十。
1030,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2014/11/27,0百萬  截至 2019/03/20,原則上，本基金自成立日起六個月後： 投資於外國有價證券之總金額不得低於本基金淨資產價值之百分之六十（含）； 投資於股票（含承銷股票）、存託憑證、參與憑證、債券、固定收益證券及 屬於債券或固定收益證券性質之不動產證券化商品應達本基金淨資產價值之 百分之七十以上；其中投資於股票(含承銷股票)、存託憑證及參與憑證之總 金額不得超過本基金淨資產價值之百分之九十(含)且不得低於百分之十(含)； 投資於中小企業股票(含承銷股票)、存託憑證及參與憑證之總額不得低於本基 金持有股票資產部位之百分之五十。
1031,F0000127UU:FO,南非幣,聯博證券投資信託股份有限公司,2015/04/02,0百萬  截至 2019/03/20,原則上，本基金自成立日起三個月後，整體債券投資組合之加權平均存續期間在ㄧ年以上。自成立日起 六個月後： (1)投資於外國有價證券之總金額不低於本基金淨資產價值之百分之六十(含)； (2)投資於高收益債券之總金額不低於本基金淨資產價值之百分之六十(含)；本基金原持有之債券，日後 若因信用評等調升，致使該債券不符合本項第(二)款「高收益債券」定義時，則該債券不得計入前述 「高收益債券」百分之六十之範圍，且經理公司應於三個月內採取適當處置，以符合前述投資比例限 制； (3)投資所在國家或地區之國家主權評等未達公開說明書所列信用評等機構評定等級者，投資該國或地區 之政府債券及其他債券總金額，不得超過本基金淨資產價值之百分之三十；
1032,F0000127UU:FO,美元,聯博證券投資信託股份有限公司,2017/06/28,0百萬  截至 2019/03/20,本基金以美元計價之亞洲債券為主要投資標的，追求較佳收益及總報酬增值表現。整體投資組合將追求較佳的債信評等，透過聯博集團獨有的槓鈴( Barbell)策略並策略性佈局新興市場高收益債券 (不超過本基金淨資產價值的40%(含))；此外，本基金得配置於新興市場當地貨幣債券與貨幣部位，依據總體經濟與金融市場之報酬風險變化進行調整。 ▪本基金運用聯博集團全球資源，與亞洲固定收益市場經驗，嚴選投資標的。聯博集團全球投資平台運用量化與基本面研究，充分提供本基金由上至下的總體經濟與信用市場風險研究，配合由下至上之在地信用研究與投資組合管理團隊，深入了解第一手消息對個別持債影響，賦予本基金最適選債策略。
1033,F0000127UU:FO,離岸人民幣,聯博證券投資信託股份有限公司,2017/06/28,0百萬  截至 2019/03/20,本基金以美元計價之亞洲債券為主要投資標的，追求較佳收益及總報酬增值表現。整體投資組合將追求較佳的債信評等，透過聯博集團獨有的槓鈴( Barbell)策略並策略性佈局新興市場高收益債券 (不超過本基金淨資產價值的40%(含))；此外，本基金得配置於新興市場當地貨幣債券與貨幣部位，依據總體經濟與金融市場之報酬風險變化進行調整。 ▪本基金運用聯博集團全球資源，與亞洲固定收益市場經驗，嚴選投資標的。聯博集團全球投資平台運用量化與基本面研究，充分提供本基金由上至下的總體經濟與信用市場風險研究，配合由下至上之在地信用研究與投資組合管理團隊，深入了解第一手消息對個別持債影響，賦予本基金最適選債策略。
1034,F0000127UU:FO,離岸人民幣,聯博證券投資信託股份有限公司,2017/03/10,0百萬  截至 2019/03/20,原則上，本基金自成立日起三個月後，整體債券投資組合之加權平均存續期間在ㄧ年以上。自成立日起 六個月後： (1)投資於外國有價證券之總金額不低於本基金淨資產價值之百分之六十(含)； (2)投資於高收益債券之總金額不低於本基金淨資產價值之百分之六十(含)；本基金原持有之債券，日後 若因信用評等調升，致使該債券不符合本項第(二)款「高收益債券」定義時，則該債券不得計入前述 「高收益債券」百分之六十之範圍，且經理公司應於三個月內採取適當處置，以符合前述投資比例限 制； (3)投資所在國家或地區之國家主權評等未達公開說明書所列信用評等機構評定等級者，投資該國或地區 之政府債券及其他債券總金額，不得超過本基金淨資產價值之百分之三十；
1035,F0000127UU:FO,澳幣,聯博證券投資信託股份有限公司,2015/04/02,0百萬  截至 2019/03/20,原則上，本基金自成立日起三個月後，整體債券投資組合之加權平均存續期間在ㄧ年以上。自成立日起 六個月後： (1)投資於外國有價證券之總金額不低於本基金淨資產價值之百分之六十(含)； (2)投資於高收益債券之總金額不低於本基金淨資產價值之百分之六十(含)；本基金原持有之債券，日後 若因信用評等調升，致使該債券不符合本項第(二)款「高收益債券」定義時，則該債券不得計入前述 「高收益債券」百分之六十之範圍，且經理公司應於三個月內採取適當處置，以符合前述投資比例限 制； (3)投資所在國家或地區之國家主權評等未達公開說明書所列信用評等機構評定等級者，投資該國或地區 之政府債券及其他債券總金額，不得超過本基金淨資產價值之百分之三十；
1036,F0000127UU:FO,離岸人民幣,聯博證券投資信託股份有限公司,2015/04/02,0百萬  截至 2019/03/20,原則上，本基金自成立日起三個月後，整體債券投資組合之加權平均存續期間在ㄧ年以上。自成立日起 六個月後： (1)投資於外國有價證券之總金額不低於本基金淨資產價值之百分之六十(含)； (2)投資於高收益債券之總金額不低於本基金淨資產價值之百分之六十(含)；本基金原持有之債券，日後 若因信用評等調升，致使該債券不符合本項第(二)款「高收益債券」定義時，則該債券不得計入前述 「高收益債券」百分之六十之範圍，且經理公司應於三個月內採取適當處置，以符合前述投資比例限 制； (3)投資所在國家或地區之國家主權評等未達公開說明書所列信用評等機構評定等級者，投資該國或地區 之政府債券及其他債券總金額，不得超過本基金淨資產價值之百分之三十；
1037,F0000127UU:FO,美元,聯博證券投資信託股份有限公司,2015/04/02,0百萬  截至 2019/03/20,原則上，本基金自成立日起三個月後，整體債券投資組合之加權平均存續期間在ㄧ年以上。自成立日起 六個月後： (1)投資於外國有價證券之總金額不低於本基金淨資產價值之百分之六十(含)； (2)投資於高收益債券之總金額不低於本基金淨資產價值之百分之六十(含)；本基金原持有之債券，日後 若因信用評等調升，致使該債券不符合本項第(二)款「高收益債券」定義時，則該債券不得計入前述 「高收益債券」百分之六十之範圍，且經理公司應於三個月內採取適當處置，以符合前述投資比例限 制； (3)投資所在國家或地區之國家主權評等未達公開說明書所列信用評等機構評定等級者，投資該國或地區 之政府債券及其他債券總金額，不得超過本基金淨資產價值之百分之三十；
1038,F0000127UU:FO,南非幣,聯博證券投資信託股份有限公司,2015/03/11,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1039,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2017/06/28,0百萬  截至 2019/03/20,本基金以美元計價之亞洲債券為主要投資標的，追求較佳收益及總報酬增值表現。整體投資組合將追求較佳的債信評等，透過聯博集團獨有的槓鈴( Barbell)策略並策略性佈局新興市場高收益債券 (不超過本基金淨資產價值的40%(含))；此外，本基金得配置於新興市場當地貨幣債券與貨幣部位，依據總體經濟與金融市場之報酬風險變化進行調整。 ▪本基金運用聯博集團全球資源，與亞洲固定收益市場經驗，嚴選投資標的。聯博集團全球投資平台運用量化與基本面研究，充分提供本基金由上至下的總體經濟與信用市場風險研究，配合由下至上之在地信用研究與投資組合管理團隊，深入了解第一手消息對個別持債影響，賦予本基金最適選債策略。
1040,F0000127UU:FO,美元,聯博證券投資信託股份有限公司,2017/12/04,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，以誠信原則及專業經營方式，將本基金投 資於前述壹、八之有價證券。並依下列規範進行投資： (一)原則上，本基金自成立日起三個月後，整體債券投資組合之加權平均存續期間在 ㄧ年以上。自成立日起六個月後： 1.投資於外國有價證券之總金額不低於本基金淨資產價值之百分之六十(含)； 2.投資於美國之有價證券不得低於本基金淨資產價值之百分之六十(含)。前述「美 國之有價證券」包括： (1)於美國發行或交易之債券，或由美國之國家或機構所保證或發行之債券；或 (2)依據 Bloomberg 資訊系統顯示，該債券所承擔的國家風險 (country of risk) 為 美國者；或 (3)依據 Bloomberg 資訊系統顯示，債券型 (含固定收益型)、貨幣市場型之基金受 益憑證、基金股份、投資單位 (含反向型 ETF 及槓桿型 ETF) 之主要投資國家 (FUND_GEO_FOCUS) 為美國者。 3.投資於高收益債券之總金額不低於本基金淨資產價值之百分之六十(含)；本基金 原持有之債券，日後若因信用評等調升，致使該債券不符合本項第(四)款「高收 益債券」定義時，則該債券不得計入前述「高收益債券」百分之六十（ 60%）之 範圍，且經理公司應於三個月內採取適當處置，以符合前述投資比例限制； 4.投資所在國家或地區之國家主權評等未達下述所列信用評等機構評定等級者，投 資該國或地區之政府債券及其他債券總金額，不得超過本基金淨資產價值之百 分之三十。
1041,F0000127UU:FO,美元,聯博證券投資信託股份有限公司,2015/04/10,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定， 以達到投資總回報為目標。以誠信原則及專業經營方式，將本基金投資於中華民國及外國有 價證券.
1042,F0000127UU:FO,澳幣,聯博證券投資信託股份有限公司,2015/03/10,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1043,F0000127UU:FO,美元,聯博證券投資信託股份有限公司,2015/01/12,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1044,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2017/06/28,0百萬  截至 2019/03/20,本基金以美元計價之亞洲債券為主要投資標的，追求較佳收益及總報酬增值表現。整體投資組合將追求較佳的債信評等，透過聯博集團獨有的槓鈴( Barbell)策略並策略性佈局新興市場高收益債券 (不超過本基金淨資產價值的40%(含))；此外，本基金得配置於新興市場當地貨幣債券與貨幣部位，依據總體經濟與金融市場之報酬風險變化進行調整。 ▪本基金運用聯博集團全球資源，與亞洲固定收益市場經驗，嚴選投資標的。聯博集團全球投資平台運用量化與基本面研究，充分提供本基金由上至下的總體經濟與信用市場風險研究，配合由下至上之在地信用研究與投資組合管理團隊，深入了解第一手消息對個別持債影響，賦予本基金最適選債策略。
1045,F0000127UU:FO,離岸人民幣,聯博證券投資信託股份有限公司,2015/01/09,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1046,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2015/04/02,0百萬  截至 2019/03/20,原則上，本基金自成立日起三個月後，整體債券投資組合之加權平均存續期間在ㄧ年以上。自成立日起 六個月後： (1)投資於外國有價證券之總金額不低於本基金淨資產價值之百分之六十(含)； (2)投資於高收益債券之總金額不低於本基金淨資產價值之百分之六十(含)；本基金原持有之債券，日後 若因信用評等調升，致使該債券不符合本項第(二)款「高收益債券」定義時，則該債券不得計入前述 「高收益債券」百分之六十之範圍，且經理公司應於三個月內採取適當處置，以符合前述投資比例限 制； (3)投資所在國家或地區之國家主權評等未達公開說明書所列信用評等機構評定等級者，投資該國或地區 之政府債券及其他債券總金額，不得超過本基金淨資產價值之百分之三十；
1047,F0000127UU:FO,離岸人民幣,聯博證券投資信託股份有限公司,2015/01/23,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1048,F0000127UU:FO,美元,聯博證券投資信託股份有限公司,2016/01/29,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1049,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2014/03/19,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1050,F0000127UU:FO,離岸人民幣,聯博證券投資信託股份有限公司,2017/12/04,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，以誠信原則及專業經營方式，將本基金投 資於前述壹、八之有價證券。並依下列規範進行投資： (一)原則上，本基金自成立日起三個月後，整體債券投資組合之加權平均存續期間在 ㄧ年以上。自成立日起六個月後： 1.投資於外國有價證券之總金額不低於本基金淨資產價值之百分之六十(含)； 2.投資於美國之有價證券不得低於本基金淨資產價值之百分之六十(含)。前述「美 國之有價證券」包括： (1)於美國發行或交易之債券，或由美國之國家或機構所保證或發行之債券；或 (2)依據 Bloomberg 資訊系統顯示，該債券所承擔的國家風險 (country of risk) 為 美國者；或 (3)依據 Bloomberg 資訊系統顯示，債券型 (含固定收益型)、貨幣市場型之基金受 益憑證、基金股份、投資單位 (含反向型 ETF 及槓桿型 ETF) 之主要投資國家 (FUND_GEO_FOCUS) 為美國者。 3.投資於高收益債券之總金額不低於本基金淨資產價值之百分之六十(含)；本基金 原持有之債券，日後若因信用評等調升，致使該債券不符合本項第(四)款「高收 益債券」定義時，則該債券不得計入前述「高收益債券」百分之六十（ 60%）之 範圍，且經理公司應於三個月內採取適當處置，以符合前述投資比例限制； 4.投資所在國家或地區之國家主權評等未達下述所列信用評等機構評定等級者，投 資該國或地區之政府債券及其他債券總金額，不得超過本基金淨資產價值之百 分之三十。
1051,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2015/04/02,0百萬  截至 2019/03/20,原則上，本基金自成立日起三個月後，整體債券投資組合之加權平均存續期間在ㄧ年以上。自成立日起 六個月後： (1)投資於外國有價證券之總金額不低於本基金淨資產價值之百分之六十(含)； (2)投資於高收益債券之總金額不低於本基金淨資產價值之百分之六十(含)；本基金原持有之債券，日後 若因信用評等調升，致使該債券不符合本項第(二)款「高收益債券」定義時，則該債券不得計入前述 「高收益債券」百分之六十之範圍，且經理公司應於三個月內採取適當處置，以符合前述投資比例限 制； (3)投資所在國家或地區之國家主權評等未達公開說明書所列信用評等機構評定等級者，投資該國或地區 之政府債券及其他債券總金額，不得超過本基金淨資產價值之百分之三十；
1052,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2014/03/19,0百萬  截至 2019/03/20,經理公司應以分散風險，確保基金之安全，并積極追求長期之投資利得及維持收益指安定，以達到投資總回報為目標。
1053,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2017/12/04,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，以誠信原則及專業經營方式，將本基金投 資於前述壹、八之有價證券。並依下列規範進行投資： (一)原則上，本基金自成立日起三個月後，整體債券投資組合之加權平均存續期間在 ㄧ年以上。自成立日起六個月後： 1.投資於外國有價證券之總金額不低於本基金淨資產價值之百分之六十(含)； 2.投資於美國之有價證券不得低於本基金淨資產價值之百分之六十(含)。前述「美 國之有價證券」包括： (1)於美國發行或交易之債券，或由美國之國家或機構所保證或發行之債券；或 (2)依據 Bloomberg 資訊系統顯示，該債券所承擔的國家風險 (country of risk) 為 美國者；或 (3)依據 Bloomberg 資訊系統顯示，債券型 (含固定收益型)、貨幣市場型之基金受 益憑證、基金股份、投資單位 (含反向型 ETF 及槓桿型 ETF) 之主要投資國家 (FUND_GEO_FOCUS) 為美國者。 3.投資於高收益債券之總金額不低於本基金淨資產價值之百分之六十(含)；本基金 原持有之債券，日後若因信用評等調升，致使該債券不符合本項第(四)款「高收 益債券」定義時，則該債券不得計入前述「高收益債券」百分之六十（ 60%）之 範圍，且經理公司應於三個月內採取適當處置，以符合前述投資比例限制； 4.投資所在國家或地區之國家主權評等未達下述所列信用評等機構評定等級者，投 資該國或地區之政府債券及其他債券總金額，不得超過本基金淨資產價值之百 分之三十。
1054,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2013/05/16,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定， 以達到投資總回報為目標。以誠信原則及專業經營方式，將本基金投資於中華民國及外國有 價證券.
1055,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2013/05/16,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定， 以達到投資總回報為目標。以誠信原則及專業經營方式，將本基金投資於中華民國及外國有 價證券.
1056,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,2017/12/04,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，以誠信原則及專業經營方式，將本基金投 資於前述壹、八之有價證券。並依下列規範進行投資： (一)原則上，本基金自成立日起三個月後，整體債券投資組合之加權平均存續期間在 ㄧ年以上。自成立日起六個月後： 1.投資於外國有價證券之總金額不低於本基金淨資產價值之百分之六十(含)； 2.投資於美國之有價證券不得低於本基金淨資產價值之百分之六十(含)。前述「美 國之有價證券」包括： (1)於美國發行或交易之債券，或由美國之國家或機構所保證或發行之債券；或 (2)依據 Bloomberg 資訊系統顯示，該債券所承擔的國家風險 (country of risk) 為 美國者；或 (3)依據 Bloomberg 資訊系統顯示，債券型 (含固定收益型)、貨幣市場型之基金受 益憑證、基金股份、投資單位 (含反向型 ETF 及槓桿型 ETF) 之主要投資國家 (FUND_GEO_FOCUS) 為美國者。 3.投資於高收益債券之總金額不低於本基金淨資產價值之百分之六十(含)；本基金 原持有之債券，日後若因信用評等調升，致使該債券不符合本項第(四)款「高收 益債券」定義時，則該債券不得計入前述「高收益債券」百分之六十（ 60%）之 範圍，且經理公司應於三個月內採取適當處置，以符合前述投資比例限制； 4.投資所在國家或地區之國家主權評等未達下述所列信用評等機構評定等級者，投 資該國或地區之政府債券及其他債券總金額，不得超過本基金淨資產價值之百 分之三十。
1057,F0000127UU:FO,新台幣,聯博證券投資信託股份有限公司,1997/02/13,427百萬  截至 2019/03/21,本基金原為開放式之國內債券型基金，並已於99年底轉型為每天可以申購與買回的貨幣市場基金，本公司應以分散風險、確保基金之安全、維持收益之安定為目標。
1058,F0000127UU:FO,美元,聯博證券投資信託股份有限公司,2015/04/10,0百萬  截至 2017/11/17,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定， 以達到投資總回報為目標。以誠信原則及專業經營方式，將本基金投資於中華民國及外國有 價證券.
1059,F0000127UU:FO,美元,元大證券投資信託股份有限公司,2015/12/01,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於中華民國及外國有價證券。並依下列規範進行投資： 1.本基金投資於中華民國之有價證券為中華民國境內之上市或上櫃股票、承銷股票、台灣存託憑證、基金受益憑證(含指數股票型基金)、政府債券、公司債(包含次順位公司債)、可轉換公司債、附認股權公司債、金融債券(包含次順位金融債券)、依金融資產證券化條例公開招募之受益證券或資產基礎證券、依不動產證券化條例募集之封閉型不動產投資信託基金受益證券或不動產資產信託受益證券及經金管會核准於國內募集發行之國際金融組織債券。 2.本基金投資之外國有價證券為香港、大陸地區、新加坡、美國、英國等國家或地區之證券交易所及前述國家或地區經金管會核准之店頭市場交易之股票(包含承銷股票)、基金受益憑證(含指數股票型基金)、基金股份、投資單位、存託憑證、不動產證券化商品或經金管會核准或生效得於中華民國境內募集及銷售之外國基金管理機構所經理或發行之受益憑證、基金股份、投資單位或符合金管會規定之信用評等等級，於前述國家或地區交易並由國家或機構所保證或發行之債券。 3.本基金自成立日起屆滿六個月後，投資於國內外股票（承銷股票）及存託憑證之總金額，不得低於本基金淨資產價值百分之七十(含)；且投資於新中國地區或國家之有價證券總金額，不得低於本基金淨資產價值之百分之六十(含)；前述投資於新中國地區或國家之有價證券，包含香港、大陸地區證券交易市場交易之股票(包含承銷股票)、基金受益憑證(含指數股票型基金)、基金股份、投資單位、存託憑證、不動產證券化商品、公債、公司債，亦包含由香港、大陸地區等國家或地區企業發行而於新加坡、美國及英國等國證券交易所、美國店頭市場、英國另類投資市場交易之股票(包含承銷股票)、基金受益憑證(含指數股票型基金)、基金股份、投資單位、存託憑證。
1060,F0000127UU:FO,新台幣,元大證券投資信託股份有限公司,2010/09/24,310百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並分別以追蹤本基金三檔子基金之標的指數績效表現為本基金三檔子基金之投資組合管理之目標。以誠信原則及專業經營方式，將本基金三檔子基金投資於中華民國及國外有價證券。 經理公司應採用指數化策略，並以追蹤標的指數之績效表現為目標，將本基金三檔子基金全部或主要部份資產依標的指數編製之權值比例分散投資於各成分股。前述指數化策略，包含(1)完全複製法及(2)最佳化方法。本基金之操作策略原則上以完全複製法為主，但如有(1)因市場因素或法令因素可能使基金無法依指數權值比例購買每一成分股時，或(2)預期標的指數成分股即將異動等情況，為配合實際需要，經理公司得以最佳化方法進行資產管理，以追蹤標的指數之績效表現。
